id,name,created_at,text,media_type
1084857509653864448,Patriots,Mon Jan 14 08:59:20 -0800 2019,"""That's a good football team, but you were the better ones today.""

Celebrating yesterday's win inside the locker r… https://t.co/utXrjZnDnA",[]
1084835598064648192,Patriots,Mon Jan 14 07:32:16 -0800 2019,"""It's a big task...but that's what you expect this time of year.""

Brady's Monday interview on @MutCallahan as… https://t.co/WdmeMPQGlt",[]
1084819424228470784,Patriots,Mon Jan 14 06:28:00 -0800 2019,"North, South, East &amp; West.
#PatriotsNation had it covered. 

#EverythingWeGot https://t.co/yHRDAjdIaq",['photo']
1084805331325050880,Patriots,Mon Jan 14 05:32:00 -0800 2019,"An explosive day for the offense &amp; solid pressure on defense. 

What went right vs. the Chargers. https://t.co/dBef3BFVE4",['photo']
1084796281883713536,Patriots,Mon Jan 14 04:56:02 -0800 2019,"Awww yeah.

Inside the locker room after the #Patriots Divisional Round victory: https://t.co/ncMD9tSWat https://t.co/2B1OwGKC3c",['photo']
1084789728451252225,Patriots,Mon Jan 14 04:30:00 -0800 2019,"""We played a tough football team today...and now we're going to go play the best team in the AFC."" 

#Patriots play… https://t.co/MkOlttXknc",[]
1084767082040848386,Patriots,Mon Jan 14 03:00:01 -0800 2019,"Yesterday's top moments, personnel standouts, analysis from Tony Romo &amp; an @Edelman11 highlight or two.… https://t.co/JD4T4NTmaV",[]
1084642411828183042,Patriots,Sun Jan 13 18:44:37 -0800 2019,"Home teams prevail on Divisional Weekend, making for a Championship Sunday of 1s &amp; 2s. 

@DonBanks’s Snap Judgments… https://t.co/C7hYtqXBDK",[]
1084632442584080384,Patriots,Sun Jan 13 18:05:00 -0800 2019,"Brady &amp; the backs plus the pass rush. 

@JumboHart's personnel standouts as #Patriots take care of business in the… https://t.co/lFTc6cvsqd",[]
1084617090768691200,Patriots,Sun Jan 13 17:04:00 -0800 2019,"""Keep the pedal down, keep moving forward."" 

A complete game on both sides of the ball leads #Patriots to victory… https://t.co/mKEdx5Tzz7",[]
1084606046289616897,Patriots,Sun Jan 13 16:20:07 -0800 2019,This. https://t.co/9xosabF1V6,['photo']
1084604507894489089,Patriots,Sun Jan 13 16:14:00 -0800 2019,"Officially a first.

Proud to be part of history today, as Sarah Thomas became the first woman to officiate an @NFL… https://t.co/wci8zedN1C",[]
1084601236534358016,Patriots,Sun Jan 13 16:01:00 -0800 2019,9️⃣ observations from @pfwpaul as #Patriots dominate Chargers to advance to 8th consecutive AFC Championship game:… https://t.co/zAtHssVTwj,[]
